id,group,identity,current_filename,current_url,placement,recommended_filename,required_size,required_format,status,notes
NGUOI-054,CTA,Chuyên viên giải pháp công nghệ,Young-man-at-HomeNestVietNam-CTA.png,https://image.homenest.com.vn/wp-content/uploads/2026/04/Young-man-at-HomeNestVietNam-CTA.png,/dich-vu/phat-trien-ai; /dich-vu/phat-trien-phan-mem-doanh-nghiep,public/images/people/cta/winterfrost/chuyen-vien-nam-tre.png,"Tối thiểu 1080 × 1320 px, tỷ lệ 9:11",PNG hoặc WebP nền trong suốt,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-055,CTA,Quản lý giải pháp doanh nghiệp,Male-Manager-at-HomeNestVietNam-CTA.png,https://image.homenest.com.vn/wp-content/uploads/2026/04/Male-Manager-at-HomeNestVietNam-CTA.png,/dich-vu/phat-trien-blockchain; /dich-vu/thiet-ke-website; /dich-vu/van-hanh-va-bao-tri,public/images/people/cta/winterfrost/quan-ly-nam.png,"Tối thiểu 1080 × 1320 px, tỷ lệ 9:11",PNG hoặc WebP nền trong suốt,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-056,CTA,Kỹ sư công nghệ trẻ,Young-staff-HomeNestVietNam-CTA.png,https://image.homenest.com.vn/wp-content/uploads/2026/04/Young-staff-HomeNestVietNam-CTA.png,/dich-vu/phat-trien-devops; /dich-vu/thiet-ke-app,public/images/people/cta/winterfrost/nhan-vien-cong-nghe-tre.png,"Tối thiểu 1080 × 1320 px, tỷ lệ 9:11",PNG hoặc WebP nền trong suốt,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-057,CTA,Chuyên viên tư vấn khách hàng,Woman-staff-HomeNestVietNam-CTA.png,https://image.homenest.com.vn/wp-content/uploads/2026/04/Woman-staff-HomeNestVietNam-CTA.png,/dich-vu/phat-trien-iot; /dich-vu/phat-trien-phan-mem-mvp; /dich-vu/phat-trien-ung-dung-saas,public/images/people/cta/winterfrost/chuyen-vien-nu.png,"Tối thiểu 1080 × 1320 px, tỷ lệ 9:11",PNG hoặc WebP nền trong suốt,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-058,CTA,Chuyên viên tư vấn Winterfrost,Book-a-call-now.avif,https://image.homenest.software/wp-content/uploads/2026/03/Book-a-call-now.avif,"CTA dùng chung trên trang chủ, dự án, tuyển dụng và nhiều trang khác",public/images/people/cta/winterfrost/chuyen-vien-tu-van-viet-nam.png,"Tối thiểu 1080 × 1320 px, tỷ lệ 9:11",PNG hoặc WebP nền trong suốt,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-059,Tuyển dụng,Đội ngũ công nghệ Winterfrost,hero-banner.webp,https://homenest.com.vn/assets/tuyen-dung/hero-banner.webp,/tuyen-dung và banner đầu trang chi tiết tuyển dụng,public/images/people/tuyen-dung/doi-ngu-winterfrost.webp,Tối thiểu 2560 × 1440 px (16:9),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-060,Work Life,Một ngày làm việc của đội ngũ kiểm thử Winterfrost,Mot-ngay-la-tester-tai-HomeNest-Viet-Nam-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Mot-ngay-la-tester-tai-HomeNest-Viet-Nam-scaled.jpg,/tuyen-dung; /ve-chung-toi; bài viết Work Life,public/images/people/work-life/mot-ngay-kiem-thu-winterfrost.webp,Tối thiểu 1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-061,Work Life,Một ngày làm việc của Business Analyst Winterfrost,Mot-ngay-lam-viec-cua-Business-Analytics.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Mot-ngay-lam-viec-cua-Business-Analytics.jpg,/tuyen-dung; /ve-chung-toi; bài viết Work Life,public/images/people/work-life/mot-ngay-business-analyst-winterfrost.webp,Tối thiểu 1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-062,Work Life,Một ngày làm việc của Flutter Developer Winterfrost,Mot-ngay-lam-viec-cua-Flutter-Developer-tai-HomeNest.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/06/Mot-ngay-lam-viec-cua-Flutter-Developer-tai-HomeNest.jpg,/tuyen-dung; /ve-chung-toi; bài viết Work Life,public/images/people/work-life/mot-ngay-flutter-developer-winterfrost.webp,Tối thiểu 1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-063,Văn phòng,Văn phòng Winterfrost,CTA-Footer-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/CTA-Footer-HomeNest-Viet-Nam.jpg,Footer CTA và các khối liên hệ,public/images/people/van-phong/van-phong-winterfrost.webp,Ảnh master tối thiểu 2400 × 1600 px (3:2),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-064,Work Life chi tiết,Trần Gia Bảo — Backend Engineer,Gia-Bao-Backend-Engineer-1024x1024.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/03/22115917/Gia-Bao-Backend-Engineer-1024x1024.jpg,/mot-ngay-lam-viec-cua-mot-backend-engineer-tai-homenest — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/tran-gia-bao-backend-engineer.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-065,Work Life chi tiết,Bắt đầu ngày làm việc của Backend Engineer,Bat-dau-ngay-lam-viec-cua-Backend-Engieer-768x1024.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/03/22115918/Bat-dau-ngay-lam-viec-cua-Backend-Engieer-768x1024.jpg,/mot-ngay-lam-viec-cua-mot-backend-engineer-tai-homenest — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/bat-dau-ngay-lam-viec-backend.webp,Tối thiểu 1200 × 1600 px (3:4),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-066,Work Life chi tiết,Quá trình làm việc của Backend Developer,Qua-trinh-lam-viec-cua-mot-Backend-Developer-768x1024.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/03/22115916/Qua-trinh-lam-viec-cua-mot-Backend-Developer-768x1024.jpg,/mot-ngay-lam-viec-cua-mot-backend-engineer-tai-homenest — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/qua-trinh-lam-viec-backend.webp,Tối thiểu 1200 × 1600 px (3:4),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-067,Work Life chi tiết,Trao đổi công việc Backend,Trao-doi-trong-qua-trinh-lam-viec-cua-mot-Backend-1024x768.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/03/22115916/Trao-doi-trong-qua-trinh-lam-viec-cua-mot-Backend-1024x768.jpg,/mot-ngay-lam-viec-cua-mot-backend-engineer-tai-homenest — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/trao-doi-cong-viec-backend.webp,Tối thiểu 1600 × 1200 px (4:3),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-068,Work Life chi tiết,Đội ngũ Software Engineer Winterfrost,Homenest-Software-Engineer-scaled-e1773732164739-2048x1396.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/03/22115911/Homenest-Software-Engineer-scaled-e1773732164739-2048x1396.jpg,/mot-ngay-lam-viec-cua-mot-backend-engineer-tai-homenest — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/doi-ngu-software-engineer-winterfrost.webp,Tối thiểu 2400 × 1600 px (3:2),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-069,Work Life chi tiết,Tester Nguyễn Quốc Huy và Trần Thục Quyên,Tester-Anh-Quan-ben-trai-va-Tester-Thuc-Quyen-ben-phai-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Tester-Anh-Quan-ben-trai-va-Tester-Thuc-Quyen-ben-phai-scaled.jpg,/cong-viec-cua-tester-tai-homenest-viet-nam-se-lam-nhung-gi — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/hai-chuyen-vien-kiem-thu.webp,Tối thiểu 1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-070,Work Life chi tiết,Họp nhóm đầu ngày — Kiểm thử phần mềm,Hop-nhom-dau-ngay.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Hop-nhom-dau-ngay.jpg,/cong-viec-cua-tester-tai-homenest-viet-nam-se-lam-nhung-gi — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/hop-nhom-dau-ngay-kiem-thu.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-071,Work Life chi tiết,Kinh nghiệm dành cho Tester mới,Loi-khuyen-cho-cac-Tester-moi-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Loi-khuyen-cho-cac-Tester-moi-scaled.jpg,/cong-viec-cua-tester-tai-homenest-viet-nam-se-lam-nhung-gi — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/kinh-nghiem-cho-tester-moi.webp,Tối thiểu 1600 × 1200 px (4:3),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-072,Work Life chi tiết,Nguyễn Quốc Huy — Software Tester,Loi-nhan-tu-Anh-Quan.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Loi-nhan-tu-Anh-Quan.jpg,/cong-viec-cua-tester-tai-homenest-viet-nam-se-lam-nhung-gi — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/nguyen-quoc-huy-tester.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-073,Work Life chi tiết,Trần Thục Quyên — Software Tester,Loi-nhan-tu-Thuc-Quyen.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Loi-nhan-tu-Thuc-Quyen.jpg,/cong-viec-cua-tester-tai-homenest-viet-nam-se-lam-nhung-gi — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/tran-thuc-quyen-tester.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-074,Work Life chi tiết,Võ Tuấn Tài và Lê Minh Khương — Business Analyst,Vo-Van-Tu-Tai-ben-trai-va-Hua-Minh-Khuong-ben-phai.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Vo-Van-Tu-Tai-ben-trai-va-Hua-Minh-Khuong-ben-phai.jpg,/mot-ngay-lam-viec-cua-ba-tai-homenest-viet-nam — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/hai-chuyen-vien-ba.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-075,Work Life chi tiết,Business Analyst họp dự án,BA-dang-hop-du-an.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/BA-dang-hop-du-an.jpg,/mot-ngay-lam-viec-cua-ba-tai-homenest-viet-nam — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/ba-hop-du-an.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-076,Work Life chi tiết,Lê Minh Khương — Business Analyst,Cong-viec-BA-cua-Hua-Minh-Khuong.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Cong-viec-BA-cua-Hua-Minh-Khuong.jpg,/mot-ngay-lam-viec-cua-ba-tai-homenest-viet-nam — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/le-minh-khuong-business-analyst.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-077,Work Life chi tiết,Võ Tuấn Tài — Business Analyst,Cong-viec-BA-cua-Vo-Van-Tu-Tai.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Cong-viec-BA-cua-Vo-Van-Tu-Tai.jpg,/mot-ngay-lam-viec-cua-ba-tai-homenest-viet-nam — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/vo-tuan-tai-business-analyst.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-078,Work Life chi tiết,Kinh nghiệm dành cho Business Analyst mới,Loi-khuyen-danh-cho-cac-ban-moi.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Loi-khuyen-danh-cho-cac-ban-moi.jpg,/mot-ngay-lam-viec-cua-ba-tai-homenest-viet-nam — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/kinh-nghiem-cho-ba-moi.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-079,Work Life chi tiết,Nguyễn Gia Bảo — Flutter Developer,Vo-Ngoc-Gia-Bao-Flutter-Developer-tai-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/06/Vo-Ngoc-Gia-Bao-Flutter-Developer-tai-HomeNest-Viet-Nam.jpg,/mot-ngay-lam-viec-cua-flutter-developer-se-nhu-the-nao — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/nguyen-gia-bao-flutter-developer.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-080,Work Life chi tiết,Một ngày làm việc của Flutter Developer,Mot-ngay-lam-viec-cua-Flutter-Developer-tai-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/06/Mot-ngay-lam-viec-cua-Flutter-Developer-tai-HomeNest-Viet-Nam.jpg,/mot-ngay-lam-viec-cua-flutter-developer-se-nhu-the-nao — ảnh được lấy động từ website hiện tại,public/images/people/work-life-chi-tiet/mot-ngay-flutter-developer.webp,Tối thiểu 1600 × 1600 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
