id,project_slug,project_name,role,current_filename,current_url,recommended_filename,required_size,required_format,status,notes
DUAN-051,website-verdora-property,Website Verdora Property,Màn hình website,Giao-dien-doi-ngu-Kim-cuong-Xanh-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-doi-ngu-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-verdora-property/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Verdora Property, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-052,website-verdora-property,Website Verdora Property,Màn hình website,Giao-dien-dich-vu-quan-ly-Kim-cuong-Xanh-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dich-vu-quan-ly-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-verdora-property/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Verdora Property, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-053,website-verdora-property,Website Verdora Property,Màn hình website,Giao-dien-dich-vu-Kim-cuong-Xanh-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dich-vu-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-verdora-property/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Verdora Property, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-054,website-verdora-property,Website Verdora Property,Màn hình website,Giao-dien-doi-tac-Kim-cuong-Xanh-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-doi-tac-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-verdora-property/07-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Verdora Property, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-055,website-candella-works,Website Candella Works,Ảnh bìa dự án,giao-dien-candygogo-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-candygogo-case-study.jpg,public/images/projects/website-candella-works/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Candella Works, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-056,website-flexora-packaging,Website Flexora Packaging,Ảnh bìa dự án,Giao-dien-Tan-Phong-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Tan-Phong-case-study.jpg,public/images/projects/website-flexora-packaging/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-057,website-flexora-packaging,Website Flexora Packaging,Màn hình website,Giao-dien-trang-chu-Tan-Phong-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-trang-chu-Tan-Phong-Case-Study.jpg,public/images/projects/website-flexora-packaging/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-058,website-flexora-packaging,Website Flexora Packaging,Màn hình website,Giao-dien-san-pham-Tan-Phong-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-san-pham-Tan-Phong-Case-Study.jpg,public/images/projects/website-flexora-packaging/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-059,website-flexora-packaging,Website Flexora Packaging,Màn hình website,San-pham-Film-Hdpe-Tan-Phong-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/San-pham-Film-Hdpe-Tan-Phong-Case-Study.jpg,public/images/projects/website-flexora-packaging/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-060,website-flexora-packaging,Website Flexora Packaging,Màn hình website,Giao-dien-Tan-Phong-Case-Study-1.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Tan-Phong-Case-Study-1.jpg,public/images/projects/website-flexora-packaging/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-061,website-flexora-packaging,Website Flexora Packaging,Màn hình website,Giao-dien-lien-he-Tan-Phong-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-lien-he-Tan-Phong-Case-Study.jpg,public/images/projects/website-flexora-packaging/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-062,website-flexora-packaging,Website Flexora Packaging,Màn hình website,Giao-dien-tin-tuc-Tan-Phong-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tin-tuc-Tan-Phong-Case-Study.jpg,public/images/projects/website-flexora-packaging/07-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Flexora Packaging, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-063,website-polyvera,Website Polyvera,Ảnh bìa dự án,Giao-dien-Khanh-Phong-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Khanh-Phong-case-study.jpg,public/images/projects/website-polyvera/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Polyvera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-064,website-polyvera,Website Polyvera,Màn hình website,Homepage-interface-of-Khanh-Phong-Plastics-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Homepage-interface-of-Khanh-Phong-Plastics-case-study.jpg,public/images/projects/website-polyvera/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Polyvera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-065,website-polyvera,Website Polyvera,Màn hình website,Khanh-Phong-PE-greenhouse-film-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khanh-Phong-PE-greenhouse-film-case-study.jpg,public/images/projects/website-polyvera/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Polyvera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-066,website-polyvera,Website Polyvera,Màn hình website,Khanh-Phong-Plastics-contact-interface-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khanh-Phong-Plastics-contact-interface-case-study.jpg,public/images/projects/website-polyvera/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Polyvera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-067,website-polyvera,Website Polyvera,Màn hình website,Khanh-Phong-Plastics-product-interface-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khanh-Phong-Plastics-product-interface-case-study.jpg,public/images/projects/website-polyvera/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Polyvera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-068,website-polyvera,Website Polyvera,Màn hình website,Khanh-Phong-waterproofing-membrane-page-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khanh-Phong-waterproofing-membrane-page-case-study.jpg,public/images/projects/website-polyvera/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Polyvera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-069,website-mirava,Website Mirava,Ảnh bìa dự án,giao-dien-mida-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-mida-case-study.jpg,public/images/projects/website-mirava/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Mirava, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-070,website-bytevera,Website Bytevera,Ảnh bìa dự án,giao-dien-laptop-alltech-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-laptop-alltech-case-study.jpg,public/images/projects/website-bytevera/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Bytevera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-071,website-motoria-link,Website Motoria Link,Ảnh bìa dự án,giao-dien-AUTOLINK-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-AUTOLINK-case-study.jpg,public/images/projects/website-motoria-link/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Motoria Link, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-072,website-dentavera,Website Dentavera,Ảnh bìa dự án,Giao-dien-Singapoden-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/Giao-dien-Singapoden-Case-Study.jpg,public/images/projects/website-dentavera/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-073,website-dentavera,Website Dentavera,Màn hình website,giao-dien-trang-chu-SingapoDent-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-trang-chu-SingapoDent-case-study.jpg,public/images/projects/website-dentavera/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-074,website-dentavera,Website Dentavera,Màn hình website,Trang-chu-SingapoDent-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/Trang-chu-SingapoDent-case-study.jpg,public/images/projects/website-dentavera/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-075,website-dentavera,Website Dentavera,Màn hình website,giao-dien-tat-ca-san-pham-SingapoDent-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-tat-ca-san-pham-SingapoDent-case-study.jpg,public/images/projects/website-dentavera/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-076,website-dentavera,Website Dentavera,Màn hình website,giao-dien-san-pham-noi-bat-SingapoDent-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-san-pham-noi-bat-SingapoDent-case-study.jpg,public/images/projects/website-dentavera/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-077,website-dentavera,Website Dentavera,Màn hình website,giao-dien-dich-vu-SingapoDent-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-dich-vu-SingapoDent-case-study.jpg,public/images/projects/website-dentavera/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-078,website-dentavera,Website Dentavera,Màn hình website,giao-dien-may-in-SingapoDent-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-may-in-SingapoDent-case-study.jpg,public/images/projects/website-dentavera/07-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Dentavera, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-079,website-lumera-living,Website Lumera Living,Ảnh bìa dự án,Trang-chu-Thanh-Tung-Case-Study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/Trang-chu-Thanh-Tung-Case-Study.jpg,public/images/projects/website-lumera-living/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-080,website-lumera-living,Website Lumera Living,Màn hình website,giao-dien-trang-chu-Thanh-Tung-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/giao-dien-trang-chu-Thanh-Tung-case-study.jpg,public/images/projects/website-lumera-living/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-081,website-lumera-living,Website Lumera Living,Màn hình website,giao-dien-noi-that-ki-tuc-xa-Thanh-Tung-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/giao-dien-noi-that-ki-tuc-xa-Thanh-Tung-case-study.jpg,public/images/projects/website-lumera-living/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-082,website-lumera-living,Website Lumera Living,Màn hình website,giao-dien-noi-that-gia-dinh-Thanh-Tung-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/giao-dien-noi-that-gia-dinh-Thanh-Tung-case-study.jpg,public/images/projects/website-lumera-living/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-083,website-lumera-living,Website Lumera Living,Màn hình website,giao-dien-thiet-ke-Thanh-Tung-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/giao-dien-thiet-ke-Thanh-Tung-case-study.jpg,public/images/projects/website-lumera-living/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-084,website-lumera-living,Website Lumera Living,Màn hình website,giao-dien-noi-that-Thanh-Tung-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/giao-dien-noi-that-Thanh-Tung-case-study.jpg,public/images/projects/website-lumera-living/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-085,website-lumera-living,Website Lumera Living,Màn hình website,giao-dien-noi-that-van-phong-Thanh-Tung-case-study.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/giao-dien-noi-that-van-phong-Thanh-Tung-case-study.jpg,public/images/projects/website-lumera-living/07-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Lumera Living, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-086,website-auriva-land,Website Auriva Land,Ảnh bìa dự án,Website-Song-Quan-land.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/22123019/Website-Song-Quan-land.jpg,public/images/projects/website-auriva-land/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Auriva Land, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-087,website-rovena-mobility,Website Rovena Mobility,Ảnh bìa dự án,Du-an-website-bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/22123021/Du-an-website-bontravel.jpg,public/images/projects/website-rovena-mobility/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Rovena Mobility, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-088,website-brewvia,Website Brewvia,Ảnh bìa dự án,Website-chu-quan-ca-phe.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/22123024/Website-chu-quan-ca-phe.jpg,public/images/projects/website-brewvia/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Brewvia, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-089,website-arcvera-construction,Website Arcvera Construction,Ảnh bìa dự án,Website-MCS.jpg,https://image.homenest.com.vn/wp-content/uploads/2025/10/22123025/Website-MCS.jpg,public/images/projects/website-arcvera-construction/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Arcvera Construction, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-090,website-edunora,Website Edunora,Ảnh bìa dự án,Giao-dien-trang-cua-Website-Dava-Edu.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-cua-Website-Dava-Edu.jpg,public/images/projects/website-edunora/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Edunora, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-091,website-edunora,Website Edunora,Màn hình website,Giao-dien-trang-cac-khoa-hoc-cua-Website-Dava-Edu.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-cac-khoa-hoc-cua-Website-Dava-Edu.jpg,public/images/projects/website-edunora/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Edunora, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-092,website-edunora,Website Edunora,Màn hình website,Giao-dien-trang-bai-viet-chi-tiet-cua-Website-Dava-Edu.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-bai-viet-chi-tiet-cua-Website-Dava-Edu.jpg,public/images/projects/website-edunora/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Edunora, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-093,website-edunora,Website Edunora,Màn hình website,Giao-dien-trang-thu-vien-sach-cua-Website-Dava-Edu.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-thu-vien-sach-cua-Website-Dava-Edu.jpg,public/images/projects/website-edunora/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Edunora, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-094,website-edunora,Website Edunora,Màn hình website,Giao-dien-trang-khoa-hoc-tham-mi-cua-Website-Dava-Edu.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-khoa-hoc-tham-mi-cua-Website-Dava-Edu.jpg,public/images/projects/website-edunora/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Edunora, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-095,website-virela-interior,Website Virela Interior,Ảnh bìa dự án,Giao-dien-trang-chu-website-noi-that-van-quyet.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-chu-website-noi-that-van-quyet.jpg,public/images/projects/website-virela-interior/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Virela Interior, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-096,website-virela-interior,Website Virela Interior,Màn hình website,Giao-dien-trang-lien-he-noi-that-van-quyet.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-lien-he-noi-that-van-quyet.jpg,public/images/projects/website-virela-interior/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Virela Interior, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-097,website-virela-interior,Website Virela Interior,Màn hình website,Giao-dien-trang-san-pham-ban-chay-noi-that-van-quyet.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-san-pham-ban-chay-noi-that-van-quyet.jpg,public/images/projects/website-virela-interior/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Virela Interior, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-098,website-virela-interior,Website Virela Interior,Màn hình website,Giao-dien-trang-voucher-va-deal-tot-noi-that-van-quyet.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-voucher-va-deal-tot-noi-that-van-quyet.jpg,public/images/projects/website-virela-interior/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Virela Interior, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-099,website-ceranova,Website Ceranova,Ảnh bìa dự án,Giao-dien-trang-chu-Website-Bao-Vy-Pottery.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-chu-Website-Bao-Vy-Pottery.jpg,public/images/projects/website-ceranova/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Ceranova, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-100,website-ceranova,Website Ceranova,Màn hình website,Giao-dien-trang-lien-he-Website-Bao-Vy-Pottery.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-lien-he-Website-Bao-Vy-Pottery.jpg,public/images/projects/website-ceranova/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Ceranova, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
